PG2,VM6,VM1,VM8,VM2,VM3,PD1,PD2,PD3,PD4,PD5,PD6,PD7,PD8,PD9,PD10,PD11,N0,flow_viol,over_volt,under_volt,N1,damping,distance
0.5851268039907365,1.039135152726319,1.0407146081653267,0.9828022599971337,1.0051448761825963,0.9551194685667,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.05124122958113305,-0.09945668643416151
0.5424946011168968,1.0548921435685155,1.0396212994995189,0.9974429074023323,1.0017972617071584,0.9566797245220965,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.05117521712283178,-0.09945653693987122
0.582839058564813,1.0310123798966735,1.0349016546788161,1.0149446282153183,0.988478737085187,0.9408534840235491,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.05123789908782981,-0.09945667771470273
0.5570060097759157,1.0566666434126242,1.0334142433794176,0.9825976908900789,0.9726609198791917,0.9529235477073975,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.05119862260928029,-0.09945658466618315
0.5300331326774549,0.9815729644233975,1.0168470622920776,0.9887533886967387,0.9729681008940249,0.947029861394601,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.0511543538710575,-0.09945649868358872
0.5187725063325989,1.0015101581014996,1.0140277745183781,0.9921478407874859,0.9823599630921421,0.9524257291758036,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.0511349004817672,-0.09945646634481639
0.3872313313641927,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.05086934822549335,-0.09945625791529701
0.36066262719690806,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.05080854108023683,-0.09945625519769768
0.3331318157496675,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.05074367395149231,-0.09945626627633761
0.30487899532898527,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.050675509366370136,-0.09945629199396991
0.27586593616273564,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.05060424280677871,-0.09945633298096757
0.24642933922357707,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.05053106941660137,-0.09945638892047341
0.21694924835096369,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.05045736968899104,-0.09945645852836517
0.1873757937796337,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.050383470717170815,-0.09945654097708842
0.15791594100849277,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.050310329156060075,-0.09945663454202637
0.1286841663867742,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.05023863537123072,-0.09945673747316723
0.10009924053127267,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.050169750955366424,-0.09945684667012836
0.07174509090029019,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.05010295495392786,-0.0994569621738146
0.04416269915468379,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.050039734829344214,-0.0994570803138951
0.017406953256684347,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.04998031426227144,-0.09945719936485556
0.004358282601581836,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.04995208213538829,-0.0994572587310369
0.0,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.04994276763196406,-0.09945727872329557
0.0,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.04994276763196406,-0.09945727872329557
0.0,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.04994276763196406,-0.09945727872329557
0.0,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.04994276763196406,-0.09945727872329557
0.0,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.04994276763196406,-0.09945727872329557
0.0,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.04994276763196406,-0.09945727872329557
0.0,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.04994276763196406,-0.09945727872329557
0.0,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.04994276763196406,-0.09945727872329557
0.0,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.04994276763196406,-0.09945727872329557
0.0,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.04994276763196406,-0.09945727872329557
0.0,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.04994276763196406,-0.09945727872329557
0.0,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.04994276763196406,-0.09945727872329557
0.0,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.04994276763196406,-0.09945727872329557
0.0,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.04994276763196406,-0.09945727872329557
0.0,1.0018312988328049,1.0137966149567972,0.9986411416262568,0.9652813579392505,0.9526436064655168,0.217,0.9420000000000001,0.478,0.076,0.11199999999999999,0.295,0.09,0.035,0.061,0.135,0.149,1.0,0.0,0.0,0.0,1,0.04994276763196406,-0.09945727872329557
