PG1;PG3;PG4;PG5;PG6;PG7;PG8;PG9;PG10;VM37;VM33;VM30;VM34;VM31;VM35;VM36;VM39;VM38;VM32;PD1;PD2;PD3;PD4;PD5;PD6;PD7;PD8;PD9;PD10;PD11;PD12;PD13;PD14;PD15;PD16;PD17;PD18;PD19;PD20;PD21;N0;N0P;N0Q;N0L;N0OV;N0UV;N1L;N1OV;N1UV;N1;damping;distance
7.800000000000001;5.4375;6.52;1.27;5.1525;4.35;4.2299999999999995;4.325;0.0;0.94;1.06;0.97;0.97;1.06;0.97;0.94;1.0;0.94;1.0;0.7808;2.5760000000000005;4.0;1.8704;4.176;0.052000000000000005;0.06824;2.5600000000000005;2.632;1.2640000000000002;5.44;2.192;1.9800000000000002;2.4688000000000003;1.7920000000000003;1.1119999999999999;2.248;1.6480000000000001;2.2680000000000002;0.0736;8.831999999999999;0.0;0.49784843417246283;0.8029129754820842;0.0;5.707692307691895e-5;0.0;0.0;0.0;0.0;1;-0.10122088745049877;0.5835895892127626
0.0;3.625;0.0;5.08;6.87;2.9;5.64;6.487500000000001;2.75;1.03;0.97;1.0;1.06;1.0;0.94;1.03;1.03;1.03;1.03;0.7808;2.5760000000000005;4.0;1.8704;4.176;0.052000000000000005;0.06824;2.5600000000000005;2.632;1.2640000000000002;5.44;2.192;1.9800000000000002;2.4688000000000003;1.7920000000000003;1.1119999999999999;2.248;1.6480000000000001;2.2680000000000002;0.0736;8.831999999999999;0.0;1.0725681177950506;0.886383665861134;0.07020608836549869;0.0;0.0;0.0;0.0;0.0;1;-0.5760192062271718;2.4900168213956246
5.2;7.25;3.26;2.54;0.0;0.0;0.0;8.65;8.25;1.06;0.94;1.03;1.0;1.03;1.0;0.97;0.94;1.0;0.97;0.7808;2.5760000000000005;4.0;1.8704;4.176;0.052000000000000005;0.06824;2.5600000000000005;2.632;1.2640000000000002;5.44;2.192;1.9800000000000002;2.4688000000000003;1.7920000000000003;1.1119999999999999;2.248;1.6480000000000001;2.2680000000000002;0.0736;8.831999999999999;0.0;0.9085813330785012;0.7347834268910247;4.1727506448112;0.0;0.0;0.0;0.0;0.0;1;-0.518584710019343;2.292160958827864
2.6000000000000703;1.8125000000000573;1.630000000000078;7.936493657536304e-14;3.4350000000000764;1.4500000000000763;2.820000000000073;7.974999650937764e-14;11.000000000000064;0.9700000000001407;1.0300000000001266;1.0600000000002208;1.0300000000000564;1.0104060135176798;1.060000000000152;1.0000000000000902;1.0600000000004446;0.9700000000000857;1.0600000000009244;0.7808;2.5760000000000005;4.0;1.8704;4.176;0.052000000000000005;0.06824;2.5600000000000005;2.632;1.2640000000000002;5.44;2.192;1.9800000000000002;2.4688000000000003;1.7920000000000003;1.1119999999999999;2.248;1.6480000000000001;2.2680000000000002;0.0736;8.831999999999999;0.0;2.028000141537981;3.5968361023946995;27.408738149064284;0.0;0.022009153846153828;0.0;0.0;0.0;1;-0.022414455728804683;0.11907207109479023
10.4;0.0;4.89;3.81;1.7175;5.8;1.41;2.1625;5.5;1.0;1.0;0.94;0.94;0.97;1.03;1.06;0.97;1.06;0.94;0.7808;2.5760000000000005;4.0;1.8704;4.176;0.052000000000000005;0.06824;2.5600000000000005;2.632;1.2640000000000002;5.44;2.192;1.9800000000000002;2.4688000000000003;1.7920000000000003;1.1119999999999999;2.248;1.6480000000000001;2.2680000000000002;0.0736;8.831999999999999;0.0;0.8339707433229975;0.5264562357656813;0.757136982095858;0.00042725641025640696;0.0;0.0;0.0;0.0;1;-0.28522163950894625;1.4017796034518621
9.235074365072824;4.978695309558484;6.759637301050857;2.8758645837684997;3.5135381592403974;4.318590518908033;3.064594956181703;4.917602322400427;4.2689315530064915;1.0327354542778115;1.009604611217291;1.0467194611555397;0.9910891349957253;1.0287516994422043;1.0281714844046754;1.0314075372488323;1.045664766100239;1.0129826527579526;1.017653039732052;0.7808;2.5760000000000005;4.0;1.8704;4.176;0.052000000000000005;0.06824;2.5600000000000005;2.632;1.2640000000000002;5.44;2.192;1.9800000000000002;2.4688000000000003;1.7920000000000003;1.1119999999999999;2.248;1.6480000000000001;2.2680000000000002;0.0736;8.831999999999999;0.0;0.023963730105085724;0.016275428698325108;0.13780027596904681;0.00014205128205127892;0.0;0.0;0.0;0.0;1;0.0534366043841746;-0.1
6.774919128027751;3.197257337047129;5.084322994184937;4.4384009184891635;5.132163513276255;5.6868246156356435;4.333360875210203;4.803085788971175;4.499153644220794;1.030037388748138;1.0038627805392741;1.0430042169021416;1.0002195003057375;1.0122223572377622;1.0423759283872513;1.0553392460127256;1.0226830406440357;1.0152271286947083;1.00335379141733;0.7808;2.5760000000000005;4.0;1.8704;4.176;0.052000000000000005;0.06824;2.5600000000000005;2.632;1.2640000000000002;5.44;2.192;1.9800000000000002;2.4688000000000003;1.7920000000000003;1.1119999999999999;2.248;1.6480000000000001;2.2680000000000002;0.0736;8.831999999999999;0.0;0.0;0.03270545214249787;0.0;5.484615384615105e-5;0.0;0.0;0.0;0.0;1;0.049992121795410696;-0.1
7.1111720206275475;6.037279441811843;5.136981830490454;3.7784959723683995;2.7600501523052756;3.0307008659986425;2.4139506847227965;7.33294489819754;6.3445637816505265;1.030830807971488;0.9913861915732299;1.048199822299331;0.9913792212711527;1.0239692656328383;1.0142153073181972;1.031383847564763;1.0244424610689284;1.028793763975796;1.016658000825245;0.7808;2.5760000000000005;4.0;1.8704;4.176;0.052000000000000005;0.06824;2.5600000000000005;2.632;1.2640000000000002;5.44;2.192;1.9800000000000002;2.4688000000000003;1.7920000000000003;1.1119999999999999;2.248;1.6480000000000001;2.2680000000000002;0.0736;8.831999999999999;0.0;0.0;0.02538920577104195;0.0;2.6179487179485607e-5;0.0;0.0;0.0;0.0;1;0.04634677697544998;-0.1
8.0061934284876;5.236595518255798;5.734937678194282;3.687817733984158;2.5424135276709943;3.371817333838154;2.2816687992291413;6.222169784693118;6.827934617545679;1.0296039248689115;0.9957795190407368;1.0483029685336627;0.992162614950866;1.0218197265055347;1.0214237455836959;1.0332645062691732;1.030014097820403;1.024062521865243;1.018954304568325;0.7808;2.5760000000000005;4.0;1.8704;4.176;0.052000000000000005;0.06824;2.5600000000000005;2.632;1.2640000000000002;5.44;2.192;1.9800000000000002;2.4688000000000003;1.7920000000000003;1.1119999999999999;2.248;1.6480000000000001;2.2680000000000002;0.0736;8.831999999999999;0.0;0.0;0.030516421103145747;0.0;0.00010792307692307455;0.0;0.0;0.0;0.0;1;0.058720400150709506;-0.1
5.918481943341598;6.088470189107795;4.492859474836377;3.539751073100821;4.3479783572742186;3.5704379342765433;3.6943549547939947;6.995938803771626;5.323034970698106;1.0312024811098857;0.9914001525968259;1.0454029935709208;0.9937883450319814;1.023153535434847;1.0184037729377482;1.0362705022274312;1.0216289588398546;1.0265325294228729;1.010047099527839;0.7808;2.5760000000000005;4.0;1.8704;4.176;0.052000000000000005;0.06824;2.5600000000000005;2.632;1.2640000000000002;5.44;2.192;1.9800000000000002;2.4688000000000003;1.7920000000000003;1.1119999999999999;2.248;1.6480000000000001;2.2680000000000002;0.0736;8.831999999999999;0.0;0.0;0.03418780863799194;0.0;6.697435897435478e-5;0.0;0.0;0.0;0.0;1;0.052518268915584566;-0.1
