PG3,PG5,PG7,VM6,VM1,VM8,VM2,VM9,VM12,VM3,PD1,PD2,PD3,PD4,PD5,PD6,PD7,PD8,PD9,PD10,PD11,PD12,PD13,PD14,PD15,PD16,PD17,PD18,PD19,PD20,PD21,PD22,PD23,PD24,PD25,PD26,PD27,PD28,PD29,PD30,PD31,PD32,PD33,PD34,PD35,PD36,PD37,PD38,PD39,PD40,PD41,PD42,Feas
0.551517384494575,4.639003808134213,5.0891433332447535,1.020752500462287,1.019322737669346,1.0464612492064753,0.9934711250316786,0.9976521657286308,0.9847667693005756,0.9924506770650403,0.550761896746036,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.49621141804114755,4.674185815693932,5.101922176301043,0.9822608209656499,1.0337331150150328,1.0206540394771266,1.0114630270656635,0.9904333650002122,1.0106088084544183,0.9823243320873986,0.5762411953076475,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.4669052673187039,4.688882346929063,5.041594774155117,0.988658530471578,1.019966110033122,1.0308916023172179,0.9914423137608883,0.9947088001295055,1.0083567821061368,0.9766175960583299,0.5410857863305869,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.5208366743060457,4.641618476961811,5.065126751434018,0.9966111047426032,1.0351421955117477,1.0054345079635731,1.0191034882953347,0.9815573145006402,1.0090861379118161,0.9923436053602597,0.5434977739006264,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.5239486423031451,4.645001329874942,5.068584039013896,0.9942961549824345,1.0274459623472822,1.0261644108573325,1.008118749840192,0.9939431812262395,1.012167295926111,0.9827281108522277,0.5434977739006264,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.5139374036714116,4.63542648726383,5.062532474150043,1.0150404223552183,0.997617014551664,1.0508128054611425,0.970396990400896,1.0051585208279166,1.0089167342563956,0.973339287110608,0.5432227547091744,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.5284446213612592,4.667206304379496,5.031557092793151,0.9961792800298869,1.012769560895179,1.0312262057419004,1.0007737873704614,0.9934466695798094,1.0027545975117287,0.9817669736602953,0.5738319453484285,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.5463679284863528,4.661702212444866,5.026161173384889,1.0078849373092964,1.0075520278884509,1.0350555371412802,0.9938201498356626,0.9944576737433726,0.9999576478064127,0.9788929439633265,0.5552851483277063,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.5339497345106964,4.664288129917081,5.0320030481551195,1.0079591765856784,1.0135385111666544,1.0351503224642555,0.9960372911158546,0.9960094893453818,1.0041308070755992,0.979519811906162,0.5407990879244748,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.578549294862169,4.7548298039047445,5.111078227551048,1.01665232262334,0.997406905638691,1.0562944963219585,0.9658865206462794,1.0047553347501,0.998719196847594,0.9688646925898253,0.5664297831397409,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.585859815887001,4.772874379497111,5.084432791546425,1.0122208168064197,0.9646291866799336,1.0505243481391005,0.9599204520994893,1.004166992223958,1.0114152225926867,0.9662618616375567,0.5743071670530225,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.5841009318321503,4.767246808244802,5.077199971245585,1.0103239577488383,0.9614083983450437,1.0445510099816557,0.9582193961055128,1.001808065150316,1.0175345524036585,0.969640776297714,0.5669213813746746,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.5846393313761008,4.7618233377721495,5.064724949438277,1.0056441746560343,0.9834149535017831,1.0328567176141679,0.9766294367443309,0.9968189018391655,1.015745702689337,0.9742019746216845,0.5350718100750332,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.583917302323223,4.759767752790865,5.067038932725329,1.0058529330437687,0.9850000658561575,1.0326584767535056,0.9780588051009347,0.9964541198036578,1.0143867021929234,0.9750066275754878,0.5354655996929245,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.5769440730535409,4.755375140724589,5.079767041678331,1.0034730772580682,0.9934058196042478,1.0333097984330646,0.9832174481205216,0.9969316460466461,1.0146806581592043,0.9710071591443532,0.5431428016541078,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.576594095512365,4.720466985885791,5.067702391321997,1.0114729257314234,0.9940423798423101,1.0502738546083168,0.9816043923031647,1.0029070870758345,1.0047790015029765,0.9682003508651025,0.556531265369243,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.5325310953738089,4.688685238492693,5.054152271245356,1.0189108573839225,1.0240858547420406,1.0485135892348532,1.0003720905440177,1.0015741429156868,0.9950034209932547,0.9846504113237298,0.5402083141357118,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.5415808580266454,4.6653040258018486,5.059726267745421,1.0211759660796627,1.0181059962900467,1.0551103182020054,0.9930090989748569,1.0016813563348,0.9850459779954445,0.981698599859719,0.5289971974517682,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.5482032264280604,4.604448686038143,5.179172393840866,1.010695017797286,1.0385606235591809,1.0257627571396466,1.0231523908104616,0.9901888890871267,0.996920332164281,0.9981741233855307,0.5481649986358198,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.5493114822052414,4.605848683920544,5.180591914612466,0.9889899847009511,1.0326648688716935,1.0358452148043134,1.0125384383644638,0.995883551767176,1.0019002451707397,0.9771784413432788,0.5481649986358198,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.5332553171104976,4.603935360626228,5.182733371203813,1.0080328176877968,1.027407053546535,1.027035661998124,1.0127480371722068,0.987901348157905,0.9911121495104779,0.9905125376950288,0.5406453401556399,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.5341277920267711,4.605043244857533,5.183857583034815,0.9907597744870306,1.0287197901046283,1.040630541174817,1.0098344490683728,0.9974466103086985,0.9987386801595627,0.9762314207075763,0.5406453401556399,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.5125979596387981,4.618886267507033,5.1562747428028155,1.0133524761673978,1.0396802718889118,1.0396953155003157,1.021849274718554,0.9981930362336259,0.9985244967273408,0.9885132596548014,0.5296933198724879,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.5078373877670427,4.680453464608438,5.150211327126719,0.9982120159974287,0.9786448798252078,1.0474828656300743,0.970884367429791,1.0034284952519457,1.0138216896972903,0.9661380171922204,0.5756589759981697,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.575521933605459,4.749698856547191,5.172486120318567,1.0098650240469806,1.0116603724820585,1.0332181010138994,0.9818228887317332,0.9936358334118993,0.9990483169422061,0.9835861279849514,0.5724666721756181,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.5458953764062708,4.818250033580559,5.181443995506186,1.006037276395442,1.0187196780061771,1.0265531810850679,1.0044049406094298,0.9926693137229602,1.0074777431452215,0.983104609088037,0.5563803961622995,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.4912858679523445,4.801556459870815,5.1393905860380755,0.985879048102684,1.014400944952213,1.0453902427851365,0.9883954423460037,1.00048875422863,1.003720588438151,0.968424532347558,0.5273818696290928,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.5742446058313979,4.730129013960132,5.176707071891437,1.0087618740758053,1.015209198636576,1.0295945581197476,1.0027633128027857,0.9938786048856377,1.006955675426858,0.9877985118407854,0.5503313840758808,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.5271150216769287,4.722055357204309,5.1160763720847795,1.0070785678029532,1.020513622771618,1.0340243628655104,1.0061259484177916,0.9937407343676165,0.9985973200243182,0.9793066122569655,0.5670658232844137,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.48462295182240095,4.679390170989706,5.181129793164831,1.002156439860611,1.0172499164144952,1.0241098435469358,0.9893001961382097,0.9912704290646618,1.0087598434558263,0.9776444322555536,0.5286963208195944,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.48671726757341793,4.685062208105132,5.170693275038517,1.0024454857444924,1.0265769274864336,1.025894607294225,1.0093525365965021,0.9937594570058884,1.0130225503211117,0.9788628534695923,0.5245734749316033,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.4470008770647462,4.748234640678571,5.059009466628332,1.0049719600644964,1.0131616852298961,1.0311307241349006,0.9819011478580915,0.9955638422375152,1.010943812965962,0.9753856919990629,0.5647458415343509,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.35686855386574773,4.719365836101253,5.115497724326887,1.0236793748259796,1.02851554129153,1.0519330088115018,1.0111165683208714,1.002621325631435,0.9896968010179987,0.9921814940942615,0.5321448327268598,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.35505681633724756,4.690078373894181,5.136691771716184,1.012334883623431,1.010998122975486,1.0396546219037022,0.9974976522484554,0.9945947663545808,0.991128049266516,0.9813924847850716,0.5391695194890835,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.3084010660121879,4.687503397433356,5.190000044999826,1.018852969441927,1.0322830492624486,1.042758668506806,1.0173543690214883,0.9981412514958043,0.9912152591211728,0.9931789921134738,0.5424511125281396,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.31500626941689336,4.686225502702159,5.190000041650773,1.0230611037011963,1.0355330629956048,1.0484039309252462,1.020446914528803,0.9995841946256844,0.9846709026245861,0.995673696814355,0.5424381217061442,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
0.31346986614616995,4.679425379702916,5.190000049639747,1.0113488025577817,1.0273298300811953,1.0298122787972819,1.013263541756853,0.9930820028811499,0.9996541210555644,0.9919164408370079,0.5438087429107716,0.03,0.41,0.13,0.75,1.5,1.21,0.05,3.77,0.18,0.105,0.22,0.43,0.42,0.272,0.033,0.023,0.063,0.063,0.09300000000000001,0.046,0.17,0.036000000000000004,0.057999999999999996,0.016,0.038,0.06,0.14,0.063,0.071,0.02,0.12,0.297,0.18,0.21,0.18,0.049,0.2,0.040999999999999995,0.068,0.076,0.067,1.0
